Emberiza_godlewskii,11,Columba_corensis
Emberiza_godlewskii,11,Columba_goodsoni
Emberiza_godlewskii,11,Myrmeciza_palliata
Emberiza_jankowskii,11,Myrmeciza_palliata
Emberiza_tahapisi,9,Myrmeciza_palliata
Emberizoides_ypiranganus,13,Actenoides_regalis
Eopsaltria_flaviventris,10,Columba_flavirostris
Eos_bornea,3,Calonectris_borealis
Epimachus_albertisi,9,Aulacorhynchus_albivitta
Epimachus_albertisi,9,Spizaetus_alboniger
Epimachus_albertisi,9,Spizaetus_bartelsi
Eremomela_salvadorii,7,Ducula_salvadorii
Ergaticus_versicolor,8,Columba_versicolor
Erythrura_prasina,8,Pyrrhura_pacifica
Erythrura_prasina,8,Pyrrhura_peruviana
Estrilda_kandti,7,Chrysocolaptes_stricklandi
Estrilda_paludicola,9,Scleroptila_psilolaema
Estrilda_rhodopyga,10,Collocalia_spodiopygius
Estrilda_rhodopyga,10,Psittaculirostris_godmani
Eubucco_richardsoni,9,Eubucco_aurantiicollis
Eubucco_richardsoni,9,Eubucco_glaucogularis
Eubucco_richardsoni,9,Eubucco_steerii
Eudromias_morinellus,11,Amaurornis_moluccanus
Eudromias_morinellus,11,Amaurornis_olivaceus
Eudromias_morinellus,11,Antrostomus_vociferus
Eudromias_morinellus,11,Calonectris_borealis
Eudromias_morinellus,11,Chlidonias_hybridus
Eudromias_morinellus,11,Eudynamys_Orientalis
Eudromias_morinellus,11,Oceanodroma_microsoma
Eudyptula_minor,5,Malacoptila_minor
Eupherusa_cyanophrys,7,Merops_cyanophrys
Euplectes_macroura,9,Atlapetes_atricapillus
Eurostopodus_macrotis,6,Eurostopodus_nigripennis
Falculea_palliata,6,Myrmeciza_palliata
Falcunculus_frontatus,9,Psittacara_frontatus
Ficedula_superciliaris,11,Ramphiculus_subgularis
Ficedula_zanthopygia,10,Streptopelia_xanthocycla
Formicarius_nigricapillus,12,Colaptes_cinereicapillus
Formicarius_nigricapillus,12,Psilopogon_rubricapillus
Formicarius_rufipectus,7,Automolus_rufipectus
Garrulax_strepitans,8,Rallus_crepitans
Garrulax_striatus,7,Butorides_striatus
Garrulax_subunicolor,10,Chloropipo_unicolor
Haplospiza_rustica,9,Amphispiza_quinquestriata
Haplospiza_rustica,9,Aplonis_fusca
Haplospiza_rustica,9,Rhynchospiza_stolzmanni
Haplospiza_rustica,9,Rhynchospiza_strigiceps
Haplospiza_unicolor,7,Chloropipo_unicolor
Harpactes_ardens,7,Otidiphaps_aruensis
Harpactes_diardii,8,Bycanistes_sharpii
Heliangelus_mavors,5,Heliangelus_clarisse
Heliangelus_mavors,5,Heliangelus_spencei
Heliangelus_mavors,5,Heliangelus_zusii
Hirundo_neoxena,9,Buceros_mindanensis
Hirundo_neoxena,9,Ceyx_mindanensis
Hirundo_neoxena,9,Ciridops_anna
Hirundo_neoxena,9,Coeligena_eisenmanni
Hirundo_neoxena,9,Coturnix_novaezelandiae
Hirundo_neoxena,9,Cyclopsitta_coxeni
Hirundo_neoxena,9,Dicrurus_menagei
Hirundo_neoxena,9,Gymnobucco_vernayi
Hirundo_neoxena,9,Lophornis_verreauxii
Hirundo_neoxena,9,Ninox_leventisi
Hirundo_neoxena,9,Ninox_mindorensis
